epoch,step,train_loss,val_loss
0,9,73.12963104248047,
0,17,,4.163118839263916
1,19,11.431605339050293,
1,29,2.3657474517822266,
1,35,,2.2128517627716064
2,39,4.217968463897705,
2,49,2.196131706237793,
2,53,,1.6018449068069458
3,59,1.1240376234054565,
3,69,1.5169715881347656,
3,71,,1.3862303495407104
4,79,1.5802348852157593,
4,89,2.1608729362487793,
4,89,,1.2840913534164429
5,99,1.1313278675079346,
5,107,,1.2179113626480103
6,109,1.3814952373504639,
6,119,1.7112336158752441,
6,125,,1.1700019836425781
7,129,2.166802167892456,
7,139,1.0675514936447144,
7,143,,1.1347662210464478
8,149,1.6546580791473389,
8,159,1.067615032196045,
8,161,,1.1099127531051636
9,169,1.041356086730957,
9,179,1.0867093801498413,
9,179,,1.0916699171066284
10,189,1.3423917293548584,
10,197,,1.0761206150054932
11,199,1.2455724477767944,
11,209,1.0410957336425781,
11,215,,1.06288480758667
12,219,1.2217493057250977,
12,229,1.1481804847717285,
12,233,,1.0508146286010742
13,239,1.3272440433502197,
13,249,1.0184446573257446,
13,251,,1.0399264097213745
14,259,1.0089032649993896,
14,269,1.508800745010376,
14,269,,1.03000009059906
15,279,1.136409878730774,
15,287,,1.019963026046753
16,289,1.0184766054153442,
16,299,0.9782824516296387,
16,305,,1.0109070539474487
17,309,1.0686428546905518,
17,319,1.072486162185669,
17,323,,1.0021347999572754
18,329,1.0037198066711426,
18,339,1.036344289779663,
18,341,,0.9936544299125671
19,349,0.9421582221984863,
19,359,0.9004066586494446,
19,359,,0.9854075908660889
20,369,1.1083097457885742,
20,377,,0.9773164987564087
21,379,1.0266865491867065,
21,389,0.9609925746917725,
21,395,,0.9691802263259888
22,399,1.0262575149536133,
22,409,1.0543274879455566,
22,413,,0.9613961577415466
23,419,1.0050029754638672,
23,429,0.9349483847618103,
23,431,,0.9537900686264038
24,439,1.0629119873046875,
24,449,1.0641212463378906,
24,449,,0.9461983442306519
25,459,0.9334921836853027,
25,467,,0.9388465285301208
26,469,0.8987545371055603,
26,479,0.9532480835914612,
26,485,,0.9313967227935791
27,489,0.9596104621887207,
27,499,0.945448100566864,
27,503,,0.9242605566978455
28,509,0.9577310085296631,
28,519,0.9708507061004639,
28,521,,0.9170157313346863
29,529,0.9655115008354187,
29,539,0.8976311087608337,
29,539,,0.910204291343689
30,549,0.9074792861938477,
30,557,,0.903312623500824
31,559,0.9059690833091736,
31,569,0.8812216520309448,
31,575,,0.8962663412094116
32,579,0.8631565570831299,
32,589,0.8931465148925781,
32,593,,0.8894938826560974
33,599,0.889879047870636,
33,609,0.8290522694587708,
33,611,,0.882786750793457
34,619,0.937498927116394,
34,629,0.8450495004653931,
34,629,,0.8762638568878174
35,639,0.9781994819641113,
35,647,,0.869804859161377
36,649,0.8727989196777344,
36,659,0.8863304853439331,
36,665,,0.8632228970527649
37,669,0.872772216796875,
37,679,0.7998171448707581,
37,683,,0.8569497466087341
38,689,0.8461191654205322,
38,699,0.8464505672454834,
38,701,,0.8507688641548157
39,709,0.8362419605255127,
39,719,0.8220272064208984,
39,719,,0.8446083664894104
40,729,0.8395825624465942,
40,737,,0.8383434414863586
41,739,0.8309125900268555,
41,749,0.7931620478630066,
41,755,,0.8323521614074707
42,759,0.7994310855865479,
42,769,0.8184501528739929,
42,773,,0.8262422680854797
43,779,0.8094736337661743,
43,789,0.8164286613464355,
43,791,,0.8207229375839233
44,799,0.7762153744697571,
44,809,0.7586778998374939,
44,809,,0.8146588802337646
45,819,0.7927403450012207,
45,827,,0.8090270161628723
46,829,0.7871251702308655,
46,839,0.8536163568496704,
46,845,,0.8035911917686462
47,849,0.7680457234382629,
